Timestamp,压力值,Pressure Newton,Smoothed Newton
2025-03-26 15:05:32.333,15.0,0.03874970238095238,0.04137927899525802
2025-03-26 15:05:32.366,17.0,0.044003638170974156,0.04137927899525802
2025-03-26 15:05:32.400,18.0,0.04663844776119403,0.04137927899525802
2025-03-26 15:05:32.433,14.0,0.03613054509415262,0.04137927899525802
2025-03-26 15:05:32.466,16.0,0.04137406156901688,0.04137927899525802
2025-03-26 15:05:32.500,17.0,0.044003638170974156,0.04243006615326237
2025-03-26 15:05:32.533,15.0,0.03874970238095238,0.04137927899525802
2025-03-26 15:05:32.566,16.0,0.04137406156901688,0.04032640175682259
2025-03-26 15:05:32.600,17.0,0.044003638170974156,0.04190102037218689
2025-03-26 15:05:32.633,15.0,0.03874970238095238,0.041376148534574
2025-03-26 15:05:32.666,16.0,0.04137406156901688,0.04085023321418253
2025-03-26 15:05:32.700,17.0,0.044003638170974156,0.04190102037218689
2025-03-26 15:05:32.733,15.0,0.03874970238095238,0.041376148534574
2025-03-26 15:05:32.766,16.0,0.04137406156901688,0.04085023321418253
2025-03-26 15:05:32.800,17.0,0.044003638170974156,0.04190102037218689
2025-03-26 15:05:32.833,15.0,0.03874970238095238,0.041376148534574
2025-03-26 15:05:32.866,16.0,0.04137406156901688,0.04085023321418253
2025-03-26 15:05:32.900,18.0,0.04663844776119403,0.04242798229023087
2025-03-26 15:05:32.933,15.0,0.03874970238095238,0.041903110452617964
2025-03-26 15:05:32.966,15.0,0.03874970238095238,0.04085232329461361
2025-03-26 15:05:33.000,17.0,0.044003638170974156,0.041903110452617964
2025-03-26 15:05:33.033,15.0,0.03874970238095238,0.04137823861500507
2025-03-26 15:05:33.066,14.0,0.03613054509415262,0.03927665808159679
2025-03-26 15:05:33.100,17.0,0.044003638170974156,0.04032744523960114
2025-03-26 15:05:33.133,15.0,0.03874970238095238,0.04032744523960115
2025-03-26 15:05:33.166,14.0,0.03613054509415262,0.03875282662423683
2025-03-26 15:05:33.200,17.0,0.044003638170974156,0.03980361378224119
2025-03-26 15:05:33.233,15.0,0.03874970238095238,0.04032744523960115
2025-03-26 15:05:33.266,14.0,0.03613054509415262,0.03875282662423683
2025-03-26 15:05:33.300,16.0,0.04137406156901688,0.03927769846184974
2025-03-26 15:05:33.333,15.0,0.03874970238095238,0.03980152991920968
2025-03-26 15:05:33.366,14.0,0.03613054509415262,0.03822691130384538
2025-03-26 15:05:33.400,17.0,0.044003638170974156,0.03927769846184974
2025-03-26 15:05:33.433,15.0,0.03874970238095238,0.03980152991920968
2025-03-26 15:05:33.466,14.0,0.03613054509415262,0.03875282662423683
2025-03-26 15:05:33.500,18.0,0.04663844776119403,0.04033057570028517
2025-03-26 15:05:33.533,16.0,0.04137406156901688,0.04137927899525802
2025-03-26 15:05:33.566,21.0,0.05457443113772455,0.043493437588608096
2025-03-26 15:05:33.600,71.0,0.1942043907563025,0.07458437526367812
